AccountId,WinsAgainst,LossAgainst
118356813,0,1
87304565,1,0
81692829,0,1
70445169,1,0
26107338,0,1
18431324,1,0
57380653,0,1
34958940,0,1
60919788,1,0
102636115,1,0
65212333,0,1
137061477,0,1
31419782,1,0
120875886,1,0
92740061,0,1
121920283,0,1
15199365,1,0
124848921,1,0
98109873,1,0
114641593,0,1
103688770,1,0
111901402,0,1
67954810,0,1
95447494,0,1
54767412,0,1
105028154,0,1
142169091,0,1
126360562,0,1
102885978,0,1
103610960,0,1
100493696,1,0
36519504,0,1
101599859,0,1
79644865,1,0
19385689,1,0
6130723,1,0
2878632,0,1
124464104,1,0
135152778,1,0
113093179,1,0
30928208,0,1
37785289,0,1
68323481,0,2
104250045,0,1
38690498,1,0
117181032,0,1
151795096,1,0
73091277,1,0
128756530,0,1
92219865,0,1
100874922,0,1
24694231,0,1
24743368,0,1
103148180,0,1
86813087,0,1
146424841,1,0
117504947,0,1
1449134,1,0
102009519,1,0
142312644,0,1
107788973,0,1
84978132,1,0
86755821,1,0
97376522,0,1
35933923,0,1
138331383,1,0
71440520,0,1
45514360,1,0
91384227,1,0
98875702,1,0
10087490,0,1
45502057,0,1
111200832,1,0
61804366,1,0
84515307,1,0
82651145,1,0
96586021,0,1
78776407,1,0
86354368,1,0
105347745,1,0
71350439,1,0
103369409,1,0
135116004,0,1
67750114,1,0
68532478,0,1
97323297,1,0
52150263,0,1
5794998,0,1
10853460,1,0
97712417,1,0
27348309,0,1
74709127,0,1
82528272,0,1
109959794,1,0
121961028,0,1
102742814,1,0
43528089,0,1
132897512,1,0
81971686,0,1
124869236,1,0
33266941,1,1
136746272,1,0
36261665,0,1
181282758,1,0
38719301,1,0
43716503,1,0
83466740,1,0
108964721,0,1
111328179,1,0
135148826,1,0
33180911,1,0
123275852,1,0
79026605,0,1
111700913,1,0
83155437,0,1
106736453,1,0
24444014,1,0
7314803,1,0
82368971,1,0
15617482,0,1
55819893,1,0
64073465,1,0
74266950,0,1
10386866,0,1
80071157,1,0
113789947,1,0
109407164,1,0
99100881,1,0
8588734,1,0
110791643,1,0
1539414,1,0
62861053,0,1
78416366,0,1
109226950,1,0
101440334,1,0
1285466,1,0
81750418,0,1
83499445,1,0
107318069,0,1
87844973,0,1
62156519,1,0
56184335,1,0
103607163,0,1
109718483,0,1
75635163,1,0
98568322,0,1
107399938,1,0
11622,0,1
107240195,1,0
162792659,0,1
117541481,1,0
100666219,1,0
66223774,0,1
75290897,0,1
49086366,1,0
114879405,1,0
117549687,1,0
38739768,1,0
48136101,0,1
14364069,1,0
86861906,1,0
124574227,1,0
119392926,0,1
39780314,1,0
133012069,1,0
154211514,0,1
3386787,0,2
114854733,0,1
62385698,0,1
94570555,0,1
48074564,0,1
149882229,1,0
122219220,0,1
81885505,0,1
3370371,1,0
12209419,1,0
124820165,0,1
85366947,0,1
12356875,1,0
27786268,0,1
80116091,0,1
175179726,0,1
50183993,0,1
67385794,0,1
117398329,0,1
83007800,0,1
13987099,0,1
68536795,1,0
19373303,1,0
99887140,0,1
70597093,1,0
109845340,1,0
25721949,1,0
63733270,0,1
2121210,0,1
28916837,1,0
117390113,1,0
59113051,0,1
18910401,0,1
124201606,0,1
26700913,0,1
90560642,0,1
107486084,0,1
125553303,1,0
121043674,0,1
54267601,1,0
117226259,0,1
93980779,0,1
116910851,0,1
4656562,1,0
13172029,1,0
154113240,1,0
104131532,0,1
33579000,1,0
171591619,0,1
95008851,1,0
100194307,1,0
23084190,1,0
43446121,0,1
106653787,1,0
78469804,1,0
13729493,0,1
124721515,1,0
97840082,0,1
35052575,0,1
107321454,1,0
2367023,0,1
11292323,1,0
117786901,1,0
111933626,1,0
114235611,1,0
123525451,1,0
94460857,0,2
67332633,1,0
122190166,1,0
86878991,1,0
122898805,0,1
83991335,0,1
124647749,0,1
6331977,0,1
137504283,1,0
135558714,1,0
139044475,1,0
124905795,1,0
97385457,0,1
108025932,0,1
95910795,0,1
50421053,1,0
74791498,0,1
100527036,0,1
115988653,0,1
70027881,1,0
72485399,1,0
97852306,1,0
6737455,0,1
133826998,0,1
80272005,0,1
103110763,0,1
84642655,1,0
67381840,1,0
68835919,1,0
175158309,1,0
83172003,1,0
61472242,1,0
60435963,1,1
65146243,0,1
36260939,0,1
56315192,0,1
32305032,1,0
30465974,0,1
29527973,0,1
49843345,1,0
43298047,0,1
78924505,0,1
16600723,0,1
63417769,1,0
98151350,1,0
86158157,0,1
120166750,1,0
87165770,1,0
141952524,1,0
85285743,0,1
91065104,0,1
39587038,1,0
81050194,0,1
122554822,1,0
30822238,0,1
109479951,0,1
32440167,1,0
115505256,1,0
81586775,1,0
138970820,1,0
124484071,0,1
75266800,0,1
37358762,0,1
112404514,1,0
79657517,1,0
88255446,0,1
56475082,1,0
114112596,1,0
31465341,1,0
17178521,1,0
43736122,1,0
150914655,1,0
98118522,0,1
86887307,1,0
154060676,0,1
74619614,1,0
1576629,0,1
44051472,1,0
42552381,0,1
125467075,0,1
114182260,1,0
64695578,1,0
229057,1,0
75119294,0,1
108378303,0,1
63786240,0,1
25603915,1,0
142423731,1,0
14966315,1,0
114989065,0,1
102590664,1,0
109828189,0,1
46590993,0,1
8085155,0,1
113809424,1,0
106649730,0,1
45509740,0,1
51498444,0,1
120285686,0,1
113104994,0,1
116815913,0,1
147523092,1,0
46464037,1,0
118241774,0,1
61832519,1,0
118172131,1,0
131975478,1,0
171635925,1,0
112535623,0,1
35499243,0,1
83020293,0,1
39390368,1,0
125585798,0,1
59035003,0,1
134048002,0,1
123193429,1,0
12677065,0,1
39681364,0,1
73702248,0,1
48782822,1,0
88152654,1,0
123668559,1,0
109414805,0,1
64904399,1,0
107604350,0,1
38894961,1,0
86968846,1,0
34053414,1,0
67095763,1,0
117573679,1,0
31182574,1,0
95390356,0,1
110713250,1,0
84269627,1,0
49794482,1,0
32923312,1,0
127998185,0,1
37055870,1,0
125884623,0,1
60017884,0,1
112257535,0,1
77855730,1,0
55413788,0,1
77986807,0,1
67226450,0,1
103369084,1,0
38563099,1,0
77089730,1,0
3866471,1,0
66714790,0,1
3952476,0,1
66759839,1,0
77171697,1,0
78347202,0,1
78859231,0,1
81484726,1,0
76028902,0,1
142231317,0,1
127097084,0,1
56732686,0,1
100477582,1,0
19463773,1,0
21016117,1,0
81517485,0,1
121653306,1,0
58407943,0,1
35114346,0,1
83610490,0,1
133703804,1,0
135972767,0,1
121485495,1,0
115013975,1,0
101611933,1,0
46615888,1,0
23785202,0,1
106404302,1,0
153126588,0,1
119851193,0,1
25046753,0,1
54668515,1,0
122378474,1,0
97733233,0,1
79231770,0,1
144283453,0,1
143271,0,1
166164045,1,0
107248072,1,0
131246176,0,1
33185359,0,1
80710520,0,1
6602707,1,1
57720009,0,1
77179686,1,0
21008001,1,0
85952,0,1
115554593,1,0
115607846,1,0
119535833,1,0
17968859,1,0
23613092,1,0
65694757,2,0
97958425,0,1
101743041,0,1
124102838,1,0
88951449,0,1
84077271,1,0
48053512,1,0
123431053,1,0
92596828,0,1
131282955,1,0
47226122,0,1
95435370,0,1
118581450,0,1
127494212,1,0
50130210,0,1
125266088,1,0
121772192,0,1
38362543,0,1
43588991,0,1
44715340,0,1
71490469,0,1
84929255,0,1
56540342,1,0
105253294,0,1
41373081,0,1
60099706,1,0
104552907,1,0
108951950,1,0
10587984,0,1
101722595,0,1
88103606,0,1
140650392,0,1
99408407,1,0
113953079,1,0
